#      t_n         th_n        vth_n       Rx          Ry          
       2.48       1.67652      -2.44421         0.011194        -19.6188        
       2.485       1.66416      -2.51743         -0.533699        -19.6686        
       2.49       1.65142      -2.59073         -1.09647        -19.7057        
       2.495       1.63832      -2.66411         -1.67691        -19.7289        
       2.5       1.62485      -2.73756         -2.27474        -19.7368        
       2.505       1.61102      -2.81105         -2.88964        -19.7282        
       2.51       1.59682      -2.88459         -3.52119        -19.7015        
       2.515       1.58225      -2.95815         -4.16888        -19.6554        
       2.52       1.56731      -3.03173         -4.83215        -19.5885        
       2.525       1.552      -3.1053         -5.51031        -19.4993        
       2.53       1.53633      -3.17884         -6.20261        -19.3864        
       2.535       1.52029      -3.25234         -6.90817        -19.2483        
       2.54       1.50388      -3.32579         -7.62602        -19.0835        
       2.545       1.4871      -3.39914         -8.35508        -18.8905        
       2.55       1.46996      -3.47239         -9.09416        -18.668        
       2.555       1.45245      -3.54551         -9.84193        -18.4144        
       2.56       1.43458      -3.61847         -10.597        -18.1284        
       2.565       1.41634      -3.69125         -11.3577        -17.8087        
       2.57       1.39774      -3.76382         -12.1225        -17.4539        
       2.575       1.37878      -3.83615         -12.8895        -17.0627        
       2.58       1.35945      -3.9082         -13.6568        -16.6341        
       2.585       1.33977      -3.97995         -14.4222        -16.1668        
       2.59       1.31972      -4.05136         -15.1837        -15.66        
       2.595       1.29933      -4.1224         -15.9389        -15.1126        
       2.6       1.27857      -4.19303         -16.6854        -14.524        
       2.605       1.25747      -4.26321         -17.4205        -13.8935        
       2.61       1.23601      -4.3329         -18.1417        -13.2206        
       2.615       1.21421      -4.40207         -18.8462        -12.5049        
       2.62       1.19206      -4.47067         -19.531        -11.7464        
       2.625       1.16957      -4.53866         -20.1932        -10.9449        
       2.63       1.14674      -4.60599         -20.8299        -10.1007        
       2.635       1.12358      -4.67262         -21.4378        -9.21435        
       2.64       1.10008      -4.7385         -22.0138        -8.28634        
       2.645       1.07626      -4.80359         -22.5548        -7.31759        
       2.65       1.05211      -4.86784         -23.0575        -6.30921        
       2.655       1.02765      -4.93119         -23.5188        -5.26257        
       2.66       1.00287      -4.99361         -23.9354        -4.17928        
       2.665       0.977775      -5.05503         -24.3041        -3.06122        
       2.67       0.952379      -5.11541         -24.6219        -1.91053        
       2.675       0.926683      -5.17469         -24.8858        -0.72963        
       2.68       0.900692      -5.23283         -25.0929        0.478815        
       2.685       0.874414      -5.28976         -25.2403        1.71186        
       2.69       0.847853      -5.34545         -25.3255        2.9663        
       2.695       0.821017      -5.39983         -25.346        4.23868        
       2.7       0.793911      -5.45285         -25.2997        5.52529        
       2.705       0.766543      -5.50446         -25.1844        6.82221        
       2.71       0.73892      -5.55461         -24.9984        8.12527        
       2.715       0.711049      -5.60325         -24.7402        9.43011        
       2.72       0.682938      -5.65032         -24.4088        10.7322        
       2.725       0.654595      -5.69577         -24.0031        12.0268        
       2.73       0.626028      -5.73956         -23.5228        13.3092        
       2.735       0.597245      -5.78163         -22.9675        14.5743        
       2.74       0.568255      -5.82194         -22.3376        15.8171        
       2.745       0.539068      -5.86045         -21.6336        17.0326        
       2.75       0.509692      -5.8971         -20.8565        18.2156        
