#      t_n         x_n         xteo        err    
       10.585       8.29516       8.29517        1.15349e-05
       10.59       8.35586       8.35587        1.16187e-05
       10.595       8.41648       8.41649        1.17023e-05
       10.6       8.47702       8.47704        1.17858e-05
       10.605       8.5375       8.53751        1.18691e-05
       10.61       8.59789       8.5979        1.19524e-05
       10.615       8.65821       8.65822        1.20355e-05
       10.62       8.71845       8.71846        1.21186e-05
       10.625       8.77861       8.77863        1.22015e-05
       10.63       8.8387       8.83871        1.22842e-05
       10.635       8.8987       8.89872        1.23669e-05
       10.64       8.95863       8.95864        1.24494e-05
       10.645       9.01847       9.01849        1.25318e-05
       10.65       9.07824       9.07825        1.26141e-05
       10.655       9.13792       9.13793        1.26963e-05
       10.66       9.19752       9.19753        1.27783e-05
       10.665       9.25704       9.25705        1.28602e-05
       10.67       9.31647       9.31648        1.29419e-05
       10.675       9.37582       9.37583        1.30236e-05
       10.68       9.43508       9.4351        1.31051e-05
       10.685       9.49426       9.49428        1.31865e-05
       10.69       9.55336       9.55337        1.32677e-05
       10.695       9.61237       9.61238        1.33488e-05
       10.7       9.67129       9.6713        1.34298e-05
       10.705       9.73012       9.73013        1.35107e-05
       10.71       9.78886       9.78888        1.35914e-05
       10.715       9.84752       9.84753        1.3672e-05
       10.72       9.90609       9.9061        1.37524e-05
       10.725       9.96456       9.96458        1.38327e-05
       10.73       10.023       10.023        1.39129e-05
       10.735       10.0812       10.0813        1.39929e-05
       10.74       10.1394       10.1395        1.40728e-05
       10.745       10.1976       10.1976        1.41525e-05
       10.75       10.2556       10.2556        1.42321e-05
       10.755       10.3135       10.3135        1.43116e-05
       10.76       10.3713       10.3714        1.43909e-05
       10.765       10.4291       10.4291        1.44701e-05
       10.77       10.4867       10.4867        1.45491e-05
       10.775       10.5443       10.5443        1.4628e-05
       10.78       10.6017       10.6017        1.47067e-05
       10.785       10.6591       10.6591        1.47853e-05
       10.79       10.7163       10.7163        1.48638e-05
       10.795       10.7735       10.7735        1.4942e-05
       10.8       10.8305       10.8305        1.50202e-05
       10.805       10.8875       10.8875        1.50982e-05
       10.81       10.9444       10.9444        1.5176e-05
       10.815       11.0011       11.0011        1.52537e-05
       10.82       11.0578       11.0578        1.53313e-05
       10.825       11.1143       11.1143        1.54086e-05
       10.83       11.1708       11.1708        1.54859e-05
       10.835       11.2271       11.2271        1.5563e-05
       10.84       11.2834       11.2834        1.56399e-05
       10.845       11.3395       11.3395        1.57166e-05
       10.85       11.3956       11.3956        1.57932e-05
       10.855       11.4515       11.4515        1.58697e-05
       10.86       11.5073       11.5074        1.5946e-05
       10.865       11.5631       11.5631        1.60221e-05
       10.87       11.6187       11.6187        1.60981e-05
       10.875       11.6742       11.6742        1.61739e-05
       10.88       11.7296       11.7296        1.62496e-05
       10.885       11.7849       11.7849        1.6325e-05
       10.89       11.8401       11.8401        1.64004e-05
       10.895       11.8952       11.8952        1.64755e-05
       10.9       11.9501       11.9501        1.65505e-05
       10.905       12.005       12.005        1.66253e-05
       10.91       12.0597       12.0597        1.67e-05
       10.915       12.1144       12.1144        1.67745e-05
       10.92       12.1689       12.1689        1.68488e-05
       10.925       12.2233       12.2233        1.6923e-05
       10.93       12.2776       12.2776        1.6997e-05
       10.935       12.3318       12.3318        1.70708e-05
       10.94       12.3859       12.3859        1.71445e-05
       10.945       12.4398       12.4398        1.72179e-05
       10.95       12.4936       12.4937        1.72912e-05
       10.955       12.5474       12.5474        1.73644e-05
       10.96       12.601       12.601        1.74373e-05
       10.965       12.6545       12.6545        1.75101e-05
       10.97       12.7078       12.7079        1.75827e-05
       10.975       12.7611       12.7611        1.76552e-05
       10.98       12.8142       12.8143        1.77274e-05
       10.985       12.8673       12.8673        1.77995e-05
       10.99       12.9202       12.9202        1.78714e-05
       10.995       12.9729       12.973        1.79431e-05
       11       13.0256       13.0256        1.80147e-05
       11.005       13.0781       13.0781        1.8086e-05
       11.01       13.1305       13.1306        1.81572e-05
       11.015       13.1828       13.1829        1.82282e-05
       11.02       13.235       13.235        1.8299e-05
       11.025       13.2871       13.2871        1.83697e-05
       11.03       13.339       13.339        1.84401e-05
       11.035       13.3908       13.3908        1.85104e-05
       11.04       13.4425       13.4425        1.85805e-05
       11.045       13.494       13.494        1.86504e-05
       11.05       13.5454       13.5454        1.87201e-05
       11.055       13.5967       13.5967        1.87896e-05
       11.06       13.6479       13.6479        1.8859e-05
       11.065       13.6989       13.699        1.89281e-05
       11.07       13.7498       13.7499        1.89971e-05
       11.075       13.8006       13.8007        1.90658e-05
       11.08       13.8513       13.8513        1.91344e-05
       11.085       13.9018       13.9018        1.92028e-05
       11.09       13.9522       13.9522        1.9271e-05
       11.095       14.0025       14.0025        1.9339e-05
       11.1       14.0526       14.0526        1.94068e-05
       11.105       14.1026       14.1027        1.94744e-05
       11.11       14.1525       14.1525        1.95418e-05
       11.115       14.2022       14.2023        1.96091e-05
       11.12       14.2519       14.2519        1.96761e-05
       11.125       14.3013       14.3014        1.97429e-05
       11.13       14.3507       14.3507        1.98096e-05
       11.135       14.3999       14.3999        1.9876e-05
       11.14       14.449       14.449        1.99422e-05
       11.145       14.4979       14.4979        2.00083e-05
       11.15       14.5467       14.5467        2.00741e-05
       11.155       14.5954       14.5954        2.01398e-05
       11.16       14.6439       14.6439        2.02052e-05
       11.165       14.6923       14.6923        2.02704e-05
       11.17       14.7405       14.7406        2.03355e-05
       11.175       14.7886       14.7887        2.04003e-05
       11.18       14.8366       14.8366        2.04649e-05
       11.185       14.8845       14.8845        2.05293e-05
       11.19       14.9322       14.9322        2.05936e-05
       11.195       14.9797       14.9797        2.06576e-05
       11.2       15.0271       15.0271        2.07214e-05
       11.205       15.0744       15.0744        2.0785e-05
       11.21       15.1215       15.1216        2.08484e-05
       11.215       15.1685       15.1685        2.09115e-05
       11.22       15.2154       15.2154        2.09745e-05
       11.225       15.2621       15.2621        2.10373e-05
       11.23       15.3086       15.3087        2.10998e-05
       11.235       15.3551       15.3551        2.11622e-05
       11.24       15.4013       15.4014        2.12243e-05
       11.245       15.4475       15.4475        2.12862e-05
       11.25       15.4935       15.4935        2.13479e-05
       11.255       15.5393       15.5393        2.14094e-05
       11.26       15.585       15.585        2.14707e-05
       11.265       15.6305       15.6305        2.15317e-05
       11.27       15.6759       15.6759        2.15926e-05
       11.275       15.7212       15.7212        2.16532e-05
       11.28       15.7663       15.7663        2.17136e-05
       11.285       15.8112       15.8113        2.17738e-05
       11.29       15.856       15.8561        2.18338e-05
       11.295       15.9007       15.9007        2.18935e-05
       11.3       15.9452       15.9452        2.19531e-05
       11.305       15.9896       15.9896        2.20124e-05
       11.31       16.0338       16.0338        2.20715e-05
       11.315       16.0778       16.0778        2.21304e-05
       11.32       16.1217       16.1217        2.2189e-05
       11.325       16.1655       16.1655        2.22475e-05
       11.33       16.2091       16.2091        2.23057e-05
       11.335       16.2525       16.2525        2.23637e-05
       11.34       16.2958       16.2958        2.24215e-05
       11.345       16.3389       16.3389        2.2479e-05
       11.35       16.3819       16.3819        2.25363e-05
       11.355       16.4247       16.4248        2.25934e-05
       11.36       16.4674       16.4674        2.26503e-05
